tutkintokerta;koulun_nro;koulun_nimi;opetuskieli;tyyppi;sukup;yht;A;O;Z;I;W;Q;A5;O5;M;N;BI;FF;FY;HI;PS;UE;UO;ET;GE;KE;TE;YH;BA;BB;CA;CB;EA;FA;SA;PA;VA;EC;FC;SC;PC;VC;DC;IC;QC;GC;TC;L1;L7;opintotausta
2024K;1205;Schildtin lukio;FI;;1;26;3;;;;;;;;4;;5;;4;;;;;;;4;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;22;4;;;;;;;;;5;;;;;5;;;;;;5;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;1;12;0;;;;;;;;;4;;3;;;;;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;1;24;3;;;;;;;;3;;;;4;4;;;;;;;;;;;;;4;;;;;6;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;1;18;3;;;;;;;;0;;;;;5;;;;;;;;5;;;;;;;;;;5;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;1;13;0;;;;;;;;2;;;;;3;;;;;;;3;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;26;5;;;;;;;;;3;;;;;6;;;;;;6;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;19;3;;;;;;;;;3;;;;;4;;;;;;3;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;1;41;7;;;;;;;;5;;;;5;7;;;;;;5;;7;;5;;;;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;1;15;2;;;;;;;;;4;;;;3;;;;;2;;2;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;27;5;;;;;;;;;4;;3;;3;6;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;26;6;;;;;;;;5;;;;4;;;;;;;;;5;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;18;3;;;;;;;;;3;;;;;;5;;;4;;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;1;29;5;;;;;;;;;2;;;;5;;;;;;;;5;;5;;;3;;;;;;;;;4;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;22;4;;;;;;;;2;;;6;;;;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;21;4;;;;;;;;;4;;4;;;;3;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;22;4;;;;;;;;3;;;;3;;;;;;;;;4;;4;;;4;;;;;;;;;;;;;;;;;1
2024K;1202;Juvan lukio;FI;;2;13;3;;;;;;;;;4;;;;;;;;;3;;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;43;5;;;;;;;;6;;7;;4;;;;;;;4;;;;6;;;6;;;;;;5;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;29;3;;;;;;;;5;;5;;5;;;;;;;5;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;37;4;;;;;;;;6;;;;;;;;;;;;7;6;;4;;;6;;;;;;;4;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;23;4;;;;;;;;4;;;;;;;;;;;;;;;5;;;5;;;;;;;5;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;27;2;;;;;;;;5;;;;5;;;;;;;4;5;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;37;4;;;;;;;;6;;;;;;;;;;;;7;5;;6;;;4;;;;;5;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;21;3;;;;;;;;5;;;;5;;;;;;;;;;;4;;;4;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;42;5;;;;;;;;5;;;6;;;6;;;;;;;;;7;;;7;;;;;;6;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;25;4;;;;;;;;2;;4;;3;;;;;;;3;;;;;;;6;;;;;;;3;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;21;2;;;;;;;;;5;;;;;;;;;3;;6;;2;;;;;;;;;3;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;44;7;;;;;;;;6;;7;;;;;;;;;6;;;;7;;;6;;;;;;;5;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;24;5;;;;;;;;;5;4;;3;;;;;;;2;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;30;6;;;;;;;;5;;;;;6;;;;;;;;6;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;26;4;;;;;;;;4;;4;;;;;;;;;4;;;;6;;;4;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;30;3;;;;;;;;6;;;;5;;;;;;;;;5;;3;;;5;;;;;;;3;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;13;2;;;;;;;;;;;3;;;;;;;;;3;;;2;;;3;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;22;5;;;;;;;;;6;;;;;;;;;;;4;;;4;;;3;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;17;3;;;;;;;;;4;;;;;;;;;;;4;;;3;;;3;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;27;4;;;;;;;;5;;;;;;;;;;5;;;;;4;;;5;;;;;;;4;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;29;4;;;;;;;;4;;;;;6;;;;;;;;6;;3;;;6;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;15;2;;;;;;;;;3;;;;;;;;;;;6;;;2;;;2;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;32;5;;;;;;;;4;;5;;3;;;;;;;4;;;;6;;;5;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;31;5;;;;;;;;4;;;;;5;;;;;;;;4;;5;;;4;;;;;;;4;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;13;2;;;;;;;;;3;;;;;;;;;;;4;;;2;;;2;;;;;;;;;;;;;;;;;2
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;19;3;;;;;;;;;3;;;;;;;;;;;5;;;3;;;5;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;18;4;;;;;;;;;4;;;;;;4;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;12;0;;;;;;;;;2;;;;3;;;;;3;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;14;2;;;;;;;;3;;;;;;2;;;;;;2;;;3;;;2;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;13;2;;;;;;;;;3;;;;3;;;;;;;;2;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;17;5;;;;;;;;;3;;;;;;;;;;;3;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;27;5;;;;;;;;5;;;;;;;;;;6;;;;;6;;;5;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;32;4;;;;;;;;5;;6;;5;;;;;;;6;;;;6;;;;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;31;4;;;;;;;;;5;;;;;;;;;;;;;;6;;;6;;;;;;;5;5;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;19;4;;;;;;;;;3;;;;;;;;;;;4;;;4;;;4;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;15;2;;;;;;;;;2;;;;;;;;;;;5;;;3;;;3;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;16;2;;;;;;;;;4;;;;;;;;;;;4;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;18;3;;;;;;;;;3;;;;;;;;;;;4;;;5;;;3;;;;;;;;;;;;;;;;;2
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;26;2;;;;;;;;;3;;4;;;;;;;;;5;;;4;;;4;;;;;;;4;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;19;3;;;;;;;;;4;;;;;;;;;;;6;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;29;5;;;;;;;;;;;;;;5;;;;;;;;;6;;;4;;;;;;;5;4;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;14;0;;;;;;;;;3;;;;;;;;;;;4;;;4;;;3;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;20;2;;;;;;;;;5;;4;;;;;;;;;;;;;;;6;;;;;;3;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;1;24;3;;;;;;;;;5;;;;;;;;;4;;;;;3;;;6;;;;;;3;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;21;4;;;;;;;;4;;;;;;;;;;;;6;;;4;;;;;;;;3;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;26;2;;;;;;;;5;;5;;;;;;;;;;6;;;3;;;;;;;;5;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;22;3;;;;;;;;;6;;;;;;;;;;;6;;;5;;;2;;;;;;;;;;;;;;;;;2
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;38;6;;;;;;;;6;;6;;;;;;;;;7;;;;7;;;6;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;19;3;;;;;;;;;4;;;;;;;;;;;6;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1430;Novida ammattiopisto ja lukio;FI;;2;20;3;;;;;;;;;5;;;;;;;;;;;6;;;3;;;3;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;35;;5;;;;;;;5;;5;;6;;;;;;;;;6;;;;2;6;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;36;;7;;;;;;;5;;6;;;;6;;;;;;;;;;6;;6;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;43;;5;;;;;;;5;;5;;6;;;;;;;6;;;;;6;;5;;;;;;;5;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;13;;2;;;;;;;;2;;;;;;2;;;;;2;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;26;;3;;;;;;;5;;;;3;;;;;;;4;;;;;;5;6;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;27;;5;;;;;;;;;;;;5;;;;;;;;4;;;4;;4;;;;;5;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;28;;5;;;;;;;;5;;;;;;;;;;;3;5;;;;5;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;23;;4;;;;;;;;6;;;;;;;;;;2;3;;;;4;;4;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;29;;5;;;;;;;5;;6;;;;;;;;;5;;;;;;4;4;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;19;;4;;;;;;;;5;;;;;;;;;;;5;;;;;3;2;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;33;;7;;;;;;;;5;4;;;;6;;;;;;;;;;;6;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;29;;6;;;;;;;5;;5;;;;;;;;;;;5;;;;3;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;20;;3;;;;;;;;4;;;;;;;;;;;;3;;;;5;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;35;;5;;;;;;;5;;4;;4;;;;;;;5;;;;;;3;5;;;;;;;4;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;30;;5;;;;;;;7;;;;6;;;;;;;;;5;;;;2;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;22;;3;;;;;;;;3;3;;;;;;;;3;;4;;;;;4;2;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;28;;5;;;;;;;;5;;;;;4;;;;;;4;;;;;6;4;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;34;;6;;;;;;;3;;;;;;;;;;;;6;5;;;;4;4;;;;;;;6;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;17;;3;;;;;;;;4;2;;;;;;;;;;;3;;;;;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;26;;5;;;;;;;;6;;;3;;;;;;;;;4;;;;3;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;29;;4;;;;;;;5;;;;5;;;;;;;6;;;;;5;;;;;;;4;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;37;;6;;;;;;;5;;4;;5;;;;;;;5;;;;;6;;6;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;21;;4;;;;;;;;3;;;;;;;;;;;4;;;;6;;4;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;25;;6;;;;;;;;5;2;;;;;;;;4;;;;;;;5;3;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;11;;2;;;;;;;;2;;;;;;;;;;;2;3;;;;;2;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;12;;3;;;;;;;;0;;;;;2;2;;;;;;;;;;;3;;;;;;;2;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;14;;2;;;;;;;;3;;;;;;;;;;;2;;;;;2;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;18;;4;;;;;;;;2;3;;;;;;;;;;;;;;;2;3;;;;;;;4;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;20;;5;;;;;;;;2;;;;;4;;;;;;4;;;;;2;3;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;27;;3;;;;;;;;5;4;;;;;;;;;;3;;;;3;;4;;;;;5;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;38;;6;;;;;;;;5;;;;;;;;;;;7;6;;;;7;7;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;16;;2;;;;;;;;2;;;;5;;;;;;;;4;;;;;3;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;1;30;;4;;;;;;;;6;;;;5;;;;;;;;6;;;;4;5;;;;;;;;;;;;;;;;;1
2024K;2917;Vörå samgymnasium;SV;;2;25;;4;;;;;;;;5;4;;3;;;;;;;4;;;;;;;3;;;;;;;2;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;1;19;;3;;;;;;;;2;;;;;;;;;3;;3;;;;;5;3;;;;;;;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;1;13;;3;;;;;;;;2;;;;;;;;;2;;2;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;2;32;;6;;;;;;;;;;;;;6;4;;;;;;4;;;;6;6;;;;;;;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;2;26;;4;;;;;;;;4;;;;5;;;;;;;;4;;;5;;4;;;;;;;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;2;24;;4;;;;;;;;;;;;;3;;;;;;5;;;;6;;6;;;;;;;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;2;13;;2;;;;;;;3;;;;;;;;;;;;;;;;3;;5;;;;;;0;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;2;16;;3;;;;;;;;3;;;;;;;;;;;3;;;;;4;3;;;;;;;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;1;28;;4;;;;;;;3;;;;4;;;;;;;4;;;;;4;;6;;;;;;;3;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;2;45;;7;;;;;;;4;;;;;7;;;;;;;;7;;;;7;7;;;;;;6;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;2;26;;6;;;;;;;;4;;;;;4;;;;;;;4;;;4;;4;;;;;;;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;2;30;;4;;;;;;;4;;4;;;;;;;;;4;;;;;;5;5;;;;;;4;;;;;;;;;;;1
2024K;2073;Hangö gymnasium;SV;;1;25;;4;;;;;;;;5;3;;;;;;;;;;;3;;;4;;6;;;;;;;;;;;;;;;;;1
2024K;1741;Rautjärven lukio;FI;;1;25;5;;;;;;;;5;;;;3;;;;;;3;;;;;4;;;5;;;;;;;;;;;;;;;;;1
2024K;1741;Rautjärven lukio;FI;;1;23;4;;;;;;;;5;;;;4;;;;;;;;;4;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1741;Rautjärven lukio;FI;;1;25;5;;;;;;;;4;;4;;4;;;;;;;;;;;3;;;5;;;;;;;;;;;;;;;;;1
2024K;1741;Rautjärven lukio;FI;;1;14;0;;;;;;;;;3;;;2;;;;;;2;;;;;3;;;4;;;;;;;;;;;;;;;;;1
2024K;1741;Rautjärven lukio;FI;;1;34;6;;;;;;;;5;;5;;4;;;;;;;;;4;;5;;;5;;;;;;;;;;;;;;;;;1
2024K;1741;Rautjärven lukio;FI;;2;31;6;;;;;;;;;5;4;;;;6;;;;;;5;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1741;Rautjärven lukio;FI;;2;21;4;;;;;;;;;4;;;;;6;;;;;;;3;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1741;Rautjärven lukio;FI;;1;22;;;;;;;4;;5;;;;;;;;;;4;;;;;;;;3;;;;6;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;14;2;;;;;;;;3;;;;4;;;;;;;2;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;19;;;;;;;3;;3;;;;4;;;;;;;;;3;;;;;;;;;6;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;22;4;;;;;;;;5;;;;;;;;;;;;5;4;;4;;;;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;22;3;;;;;;;;;4;;;;5;;;;;;;;;;;;;5;;;;;;;5;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;27;;;;;;;5;;;3;;;;;5;;;;;;4;;;;;;4;;;;6;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;21;5;;;;;;;;;2;;;;;3;;;;;;4;;;4;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;21;3;;;;;;;;;3;;;;5;4;;;;;;;;;2;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;34;6;;;;;;;;;7;;;;5;6;;;;;;;;;5;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;19;3;;;;;;;;;3;;;;;4;;;;;;5;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;21;2;;;;;;;;;5;;;;4;;;;;;;;4;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;23;;;;;;;5;;;2;;;;;;;;;;;3;;;3;;;4;;;;6;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;25;5;;;;;;;;;4;;;;;5;;;;;;6;;;3;;;2;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;15;2;;;;;;;;;;;;;;;0;;;;;4;;;5;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;23;4;;;;;;;;;5;;;;;5;;;;;;;6;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;12;2;;;;;;;;;2;2;;;;4;;;;;;;;;2;;;0;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;15;2;;;;;;;;;;;;;4;;;;;;;;3;;3;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;11;0;;;;;;;;2;;;;;3;;;;;;;;3;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;20;3;;;;;;;;4;;;;3;;4;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;19;4;;;;;;;;;4;;;;;3;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;17;3;;;;;;;;;;;;;;4;;;;;;5;;;3;;;2;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;33;7;;;;;;;;;;;;;6;7;;;;;;;;;7;;;6;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;32;6;;;;;;;;5;;;;;;6;;;;;5;;;;5;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;19;4;;;;;;;;4;;;;4;;;;;;;;;4;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;25;6;;;;;;;;5;;;;;;4;3;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;20;4;;;;;;;;;3;;;;;4;;;;;;6;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;30;;;;;;;7;;;3;;;;;6;;;;;;7;;;;;;;;;;7;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;36;7;;;;;;;;;6;;;;;6;6;;;;;;;;6;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;35;7;;;;;;;;;;;;;6;;5;;;;;;;;5;;;7;;;;;;;5;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;31;4;;;;;;;;6;;;;5;;;;;;;5;;;;4;;;7;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;26;5;;;;;;;;;4;;;;;;;;;;;5;5;;3;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;39;6;;;;;;;;;5;5;;;;;;;;;3;;;;7;;;7;;;;;;;;;6;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;20;4;;;;;;;;;4;;;;;4;;;;;;;;;3;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;38;7;;;;;;;;6;;6;;7;;;;;;;7;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;29;5;;;;;;;;6;;;;6;;;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;23;5;;;;;;;;4;;;;4;;;;;;;5;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;18;2;;;;;;;;;3;;;;6;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;21;4;;;;;;;;;4;;;;;;;;;;;5;5;;3;;;0;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;15;3;;;;;;;;;;;;;;;;;;;;3;3;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;20;4;;;;;;;;3;;3;;4;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;12;2;;;;;;;;;;;;;3;;5;;;;;;;;0;;;2;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;27;5;;;;;;;;;6;;;;;4;3;;;;;;;;4;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;35;6;;;;;;;;;6;;;;7;;;;;;;;7;;5;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;23;5;;;;;;;;;5;;;;;3;;;;;;6;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;16;2;;;;;;;;;6;;;;4;4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;27;6;;;;;;;;;4;;;;5;;;;;;;;5;;;;;4;;;;;;;3;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;18;2;;;;;;;;4;;;;;;;;;;;4;3;;;;;;5;;;;;;;;;;;;;;;;;3
2024K;1071;Haminan lukio;FI;;2;28;5;;;;;;;;;7;;;;3;4;3;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;10;2;;;;;;;;;;;;;;2;;;;;;4;;;0;;;2;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;16;2;;;;;;;;4;;;;;3;;;;;;;;3;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;14;2;;;;;;;;;;;;;;3;;;;;;4;;;3;;;2;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;31;;;;;;;7;;;4;;;;;6;;;;;;7;;;;;;;;;;7;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;27;6;;;;;;;;;3;;;;;;;;;;;;5;;4;;;5;;;;;;4;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;32;5;;;;;;;;5;;6;;;;5;;;;;6;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;23;4;;;;;;;;;6;;;;;5;;;;;;5;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;26;5;;;;;;;;;3;;;;4;;;;;;;5;4;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;36;7;;;;;;;;;6;;;;6;;;;;;;;6;;;;;6;;;;;;;5;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;15;2;;;;;;;;;;;;;3;;;;;;;;3;;3;;;4;;;;;;;;;;;;;;;;;1
2024K;1071;Haminan lukio;FI;;2;19;2;;;;;;;;;3;;;;;3;;;;;;4;;;;;;3;;;;;;;;;4;;;;;;;;1
2024K;1071;Haminan lukio;FI;;1;18;3;;;;;;;;4;;;;5;;;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;1
